"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 18 15:34:35 CST 2021","Mon Oct 18 15:35:23 CST 2021","47797","demo.cl_open_demoaccount.action_bin","test_cl_opendemo","Test_opendemo_cl","","","test_execution_demo[data0]","读取测试文档数据，执行用例：登录CP新开demo，bos获取demo账号信息与数据库比对，CP修改杠杆"
"passed","Mon Oct 18 15:35:30 CST 2021","Mon Oct 18 15:36:18 CST 2021","48257","demo.cl_open_demoaccount.action_bin","test_cl_opendemo","Test_opendemo_cl","","","test_execution_demo[data1]","读取测试文档数据，执行用例：登录CP新开demo，bos获取demo账号信息与数据库比对，CP修改杠杆"
