"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Oct 14 10:59:34 CST 2021","Thu Oct 14 11:00:26 CST 2021","52404","demo.deposit_withdrawal_list.action_bin","test_verify_deposti_withdrawal","Test_deposti_withdrawal_list","","","test_verify_deposit_withdrawal_list[data0]","读取测试文档数据，执行用例"
"passed","Thu Oct 14 11:00:26 CST 2021","Thu Oct 14 11:00:57 CST 2021","30972","demo.deposit_withdrawal_list.action_bin","test_verify_deposti_withdrawal","Test_deposti_withdrawal_list","","","test_verify_deposit_withdrawal_list[data1]","读取测试文档数据，执行用例"
