"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 18 16:06:55 CST 2021","Mon Oct 18 16:07:53 CST 2021","57914","demo.neteller_withdrawal.action_bin","test_neteller_withdrawal","Test_neteller_withdrawal","","","test_neteller[data1]","读取测试文档数据，执行用例，判断出金方式；交易账号余额；出金手续费，断言手续费；保存cp，bos，数据库出金时间到本地文档"
"passed","Mon Oct 18 16:05:54 CST 2021","Mon Oct 18 16:06:46 CST 2021","51955","demo.neteller_withdrawal.action_bin","test_neteller_withdrawal","Test_neteller_withdrawal","","","test_neteller[data0]","读取测试文档数据，执行用例，判断出金方式；交易账号余额；出金手续费，断言手续费；保存cp，bos，数据库出金时间到本地文档"
